OBJECTID;equipamien;x;y;identifica;codvia;numportal;telefono;geo_shape;geo_point_2d
21910;CENTRO GERIÁTRICO SAN JUAN;723741.245;4373016.682;010009;81156;30;963272347;"{""coordinates"": [-0.3987279230855406, 39.47767018351867], ""type"": ""Point""}";39.47767018351867, -0.3987279230855406
21909;CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES ALDEBARÁN;725168.199;4373032.765;009574;23880;6;963917118;"{""coordinates"": [-0.38214855289651833, 39.47744276086263], ""type"": ""Point""}";39.47744276086263, -0.38214855289651833
22120;CENTRO DE DÍA ALBORS;723829.099;4371427.123;009569;81149;12;962061600;"{""coordinates"": [-0.3982408089765921, 39.4633392160375], ""type"": ""Point""}";39.4633392160375, -0.3982408089765921
21796;CLUB DE JUBILADOS Y PENSIONISTAS BOTÁNICO-PALLETER;724688.067;4372239.933;003475;28080;22;963852021;"{""coordinates"": [-0.38799228802776575, 39.47043178791811], ""type"": ""Point""}";39.47043178791811, -0.38799228802776575
21889;ACIERTA, SERVICIOS A LA COMUNIDAD SL;725041.894;4372390.357;007778;35100;44;963270880;"{""coordinates"": [-0.3838323090902536, 39.47169335317225], ""type"": ""Point""}";39.47169335317225, -0.3838323090902536
22166;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS SAN JUAN DE DIOS DEL COLEGIO DE ENFERMERÍA VALENCIA;727566.4;4372874.147;001413;900;64;963937015;"{""coordinates"": [-0.35434842641478786, 39.47538420732277], ""type"": ""Point""}";39.47538420732277, -0.35434842641478786
20913;SERCOVAL. GRUPO SERCOVAL;726697.83110733;4373758.77212331;006772;17790;28 - Baix;963555233;"{""coordinates"": [-0.36413550009304196, 39.483575999792116], ""type"": ""Point""}";39.483575999792116, -0.36413550009304196
22280;FEDERACIÓN PROVINCIAL DE ASOCIACIONES DEMOCRÁTICAS DE JUBILADOS Y PENSIONISTAS-UDP;725684.186;4372037.409;001536;20670;12;963529340;"{""coordinates"": [-0.37649222981354596, 39.4683482415897], ""type"": ""Point""}";39.4683482415897, -0.37649222981354596
21860;CENTRO SOCIAL SENABRE;724649.751;4370323.765;003486;43290;30;963570859;"{""coordinates"": [-0.3890822466170426, 39.45319385830225], ""type"": ""Point""}";39.45319385830225, -0.3890822466170426
22115;CLUB DE JUBILADOS Y PENSIONISTAS GASPAR AGUILAR-LA ZAFRANERA;724395.729;4370146.358;003502;51840;14;963780279;"{""coordinates"": [-0.3920912835946674, 39.451663183796505], ""type"": ""Point""}";39.451663183796505, -0.3920912835946674
21898;CEAM DOCTOR WAKSMAN;726004.877;4370693.793;003412;25260;20;961271970;"{""coordinates"": [-0.37322295534723715, 39.45617001991109], ""type"": ""Point""}";39.45617001991109, -0.37322295534723715
22455;PEJUVEVAL. ASOCIACIÓN DE JUBILADOS Y DE PENSIONADOS DE VENEZUELA EN LA COMUNIDAD VALENCIANA;723285.132;4374685.812;010196;81588;6;645350248;"{""coordinates"": [-0.40346663838487956, 39.49281304776752], ""type"": ""Point""}";39.49281304776752, -0.40346663838487956
21762;ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER DE VALENCIA - AFAV;724188.998;4374453.179;001402;81756;6;963587958;"{""coordinates"": [-0.3930442228615234, 39.49048393452461], ""type"": ""Point""}";39.49048393452461, -0.3930442228615234
21937;CLUB DE JUBILADOS ASTILLEROS;729802.397;4373566.724;003470;44550;87;963725250;"{""coordinates"": [-0.3281407934663076, 39.48102381279483], ""type"": ""Point""}";39.48102381279483, -0.3281407934663076
22116;CENTRO SOCIO-SANITARIO NUESTRA SEÑORA DEL CARMEN;730063.823;4372803.839;003469;29190;156;963712211;"{""coordinates"": [-0.32536752864538754, 39.474087397171154], ""type"": ""Point""}";39.474087397171154, -0.32536752864538754
21728;RESIDENCIA TERCERA EDAD NUESTRA SEÑORA DEL PUIG;726982.444;4373709.047;006794;22050;5;963601081;"{""coordinates"": [-0.3608464636140173, 39.483053383615065], ""type"": ""Point""}";39.483053383615065, -0.3608464636140173
20884;RESIDENCIA BALLESOL II;725615.32;4373061.4;006780;71070;79;963910781;"{""coordinates"": [-0.3769456855578158, 39.47758341212847], ""type"": ""Point""}";39.47758341212847, -0.3769456855578158
22323;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES VIVEROS;726217.73558746;4373497.06611733;003467;81129;17;963620333;"{""coordinates"": [-0.3698009459660181, 39.48134672587371], ""type"": ""Point""}";39.48134672587371, -0.3698009459660181
22336;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES FUENSANTA;723034.52;4371764.2;003437;80370;s/n;962084679;"{""coordinates"": [-0.4073553461163953, 39.46657953828556], ""type"": ""Point""}";39.46657953828556, -0.4073553461163953
21994;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES CRUZ CUBIERTA;724746.72590646;4369688.88767314;003430;73020;17;963788426;"{""coordinates"": [-0.3868269040780044, 39.44930536283852], ""type"": ""Point""}";39.44930536283852, -0.3868269040780044
22249;CARE VALENCIA;724906.277;4374720.268;001958;68190;35;963497433;"{""coordinates"": [-0.3846214273693938, 39.492700803657826], ""type"": ""Point""}";39.492700803657826, -0.3846214273693938
21521;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SAN ISIDRO;723275.42128116;4370277.81527797;003464;81020;S/N;963574205;"{""coordinates"": [-0.4037121871827717, 39.454989271131616], ""type"": ""Point""}";39.454989271131616, -0.4037121871827717
21885;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES NOU BENICALAP;724700.734;4374853.063;009583;33210;33;962083611;"{""coordinates"": [-0.3869645247487299, 39.49394984150769], ""type"": ""Point""}";39.49394984150769, -0.3869645247487299
21016;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES TRAFALGAR;728397.12869193;4371351.43938107;003569;73560;34;962082720;"{""coordinates"": [-0.3452214537828212, 39.461458353708295], ""type"": ""Point""}";39.461458353708295, -0.3452214537828212
20730;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENIMACLET;727142.2898973;4374780.55413469;007840;26820;87;962083634;"{""coordinates"": [-0.3586246337317823, 39.49265584043699], ""type"": ""Point""}";39.49265584043699, -0.3586246337317823
22177;GERORESIDENCIAS, S.L.;723268.332;4373496.033;009640;33030;67;902200171;"{""coordinates"": [-0.4040603325240069, 39.4821078150189], ""type"": ""Point""}";39.4821078150189, -0.4040603325240069
21402;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES GIORGETA - CARMEN GRACIA;724906.09839013;4371141.52799047;003442;33900;18;963416037;"{""coordinates"": [-0.3844871058912266, 39.462339404788764], ""type"": ""Point""}";39.462339404788764, -0.3844871058912266
21993;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENIFARAIG;724689.46729907;4378766.10471196;003425;30060;47;963635249;"{""coordinates"": [-0.3844306015099363, 39.53102635598643], ""type"": ""Point""}";39.53102635598643, -0.3844306015099363
21880;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES CANYAMELAR - CABANYAL;729880.17;4371903.17;007844;24360;48;963365800;"{""coordinates"": [-0.3278107140220196, 39.466029699435055], ""type"": ""Point""}";39.466029699435055, -0.3278107140220196
22293;FUNDACION DE XIQUET A MAJOR COMUNITAT VALENCIANA;724656.282;4371655.936;010007;57300;38;628699654;"{""coordinates"": [-0.38855806330153086, 39.46518338086568], ""type"": ""Point""}";39.46518338086568, -0.38855806330153086
20937;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES NOU MOLES;723746.77422172;4372226.78953841;003455;12480;10;962084691;"{""coordinates"": [-0.3989286675685436, 39.470558674668716], ""type"": ""Point""}";39.470558674668716, -0.3989286675685436
21401;INICIATIVA SOCIAL INTEGRAL PER AL BENESTAR S.L.U;725417.756;4372267.123;009649;8790;37;963945113;"{""coordinates"": [-0.37950874244400434, 39.47048574851441], ""type"": ""Point""}";39.47048574851441, -0.37950874244400434
22335;RESIDENCIA DE 3ª EDAD SAVIA-CAMPANAR;723260.927;4373381.003;009427;81645;5;961107595;"{""coordinates"": [-0.40418486452787294, 39.48107431217964], ""type"": ""Point""}";39.48107431217964, -0.40418486452787294
21968;LA CRUZ AZUL;725672.828;4372388.287;005469;17760;13;902456456;"{""coordinates"": [-0.37650544502088734, 39.47150952889318], ""type"": ""Point""}";39.47150952889318, -0.37650544502088734
21404;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES MALVARROSA;729686.44823492;4373420.35977376;003451;9420;1;963725700;"{""coordinates"": [-0.32819268782732824, 39.48158945614501], ""type"": ""Point""}";39.48158945614501, -0.32819268782732824
21519;ATENZIA TELEASISTENCIA;727326.778;4372462.209;009449;81310;30;900123700;"{""coordinates"": [-0.35727184247994564, 39.47173967461125], ""type"": ""Point""}";39.47173967461125, -0.35727184247994564
22320;GABINETE TÉCNICO DE TRABAJO SOCIAL S.L.;726182.027;4372120.396;009639;37320;8;963518377;"{""coordinates"": [-0.3706825590442822, 39.46896455497844], ""type"": ""Point""}";39.46896455497844, -0.3706825590442822
22247;CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES BON DIA;726491.68;4370777.57;009576;62280;S/N;963958708;"{""coordinates"": [-0.3675422244002233, 39.45679618998838], ""type"": ""Point""}";39.45679618998838, -0.3675422244002233
20251;CENTRO DE DÍA GEROGARDEN;;;003796;37470;S/N;963237704;;
20276;GESTIÓ SOCIOSANITARIA AL MEDITARRANI, S.L. (GESMED);;;009641;81652;10;963152140;;
21808;ASOCIACIÓN HOGARES COMPARTIDOS;723155.311;4372297.908;009859;6330;2;608224866;"{""coordinates"": [-0.40577406035015334, 39.47135238199575], ""type"": ""Point""}";39.47135238199575, -0.40577406035015334
22919;OFICINA MUNICIPAL DE ATENCIÓN A LAS PERSONAS MAYORES - OMAM;726891.03728521;4372753.96592258;005475;5100;11;962082437;"{""coordinates"": [-0.36223315623839714, 39.4744807669289], ""type"": ""Point""}";39.4744807669289, -0.36223315623839714
22368;NUEVA SOLUCIÓN GERIÁTRICA S.L. (ALBALAR);724752.785;4371988.584;009600;12330;19;963818863;"{""coordinates"": [-0.3873253444596849, 39.46815243926935], ""type"": ""Point""}";39.46815243926935, -0.3873253444596849
22165;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS DE LA COMUNIDAD VALENCIANA SAN VICENTE;723889.891;4371555.621;001412;80340;2;963540036;"{""coordinates"": [-0.3974917445720669, 39.46448006157036], ""type"": ""Point""}";39.46448006157036, -0.3974917445720669
22064;RESIDENCIA Y CENTRO DE DÍA PARA MAYORES DEPENDIENTES SARQUAVITAE;727730.215;4371553.059;009668;81532;11;963375170;"{""coordinates"": [-0.35289677517120027, 39.46344977656327], ""type"": ""Point""}";39.46344977656327, -0.35289677517120027
22337;CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES GERISER LOS CENTELLES;725822.509;4370940.323;009578;42270;54;963415312;"{""coordinates"": [-0.37525707595999214, 39.45843691840317], ""type"": ""Point""}";39.45843691840317, -0.37525707595999214
22164;ASOCIACIÓN CENTRO DE TIEMPO LIBRE DE TERCERA EDAD DE SAN MARCELINO;724460.923;4369467.251;001409;63870;9;963280046;"{""coordinates"": [-0.3915625801114494, 39.44553334973588], ""type"": ""Point""}";39.44553334973588, -0.3915625801114494
22363;CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES GERISER BULEVAR;723375.149;4370197.422;009577;81020;28;963587253;"{""coordinates"": [-0.40392385896271105, 39.452388110337814], ""type"": ""Point""}";39.452388110337814, -0.40392385896271105
22131;FOMCOVA. FEDERACIÓN DE ORGANIZACIONES DE MAYORES DE LA COMUNIDAD VALENCIANA;725878.241;4372782.775;009619;7650;22;963910758;"{""coordinates"": [-0.3739862426004726, 39.47500648909082], ""type"": ""Point""}";39.47500648909082, -0.3739862426004726
22155;ASOCIACIÓN GRUPO MAYORES DE TELEFÓNICA-AGMT;729258.309;4371313.953;001405;25680;269;963675941;"{""coordinates"": [-0.3352345141795448, 39.4608920818864], ""type"": ""Point""}";39.4608920818864, -0.3352345141795448
21891;CENTRO DE DÍA ABASTOS;724717.182;4371633.166;007398;22020;68;963380711;"{""coordinates"": [-0.3878585090094927, 39.464962528504806], ""type"": ""Point""}";39.464962528504806, -0.3878585090094927
21009;CENTRO DE DÍA MUNICIPAL PARA PERSONAS MAYORES DEPENDIENTES LA PURÍSIMA;726789.94751723;4374407.04098351;007847;7770;20;962082665;"{""coordinates"": [-0.36284495630237135, 39.48938681605054], ""type"": ""Point""}";39.48938681605054, -0.36284495630237135
21829;RESIDENCIA Y CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES JARDINES DEL PALAU;726734.576;4371969.168;009670;19920;56;963162300;"{""coordinates"": [-0.364317050777059, 39.46745797906119], ""type"": ""Point""}";39.46745797906119, -0.364317050777059
22213;CLUB DE JUBILADOS Y PENSIONISTAS JESÚS-LA RAIOSA;724778.34;4370596.64;003504;73470;1ac;963774748;"{""coordinates"": [-0.38749735370028465, 39.45561654167152], ""type"": ""Point""}";39.45561654167152, -0.38749735370028465
22843;ASOCIACIÓN DE FUNCIONARIOS JUBILADOS Y PENSIONISTAS DEL AYUNTAMIENTO DE VALENCIA;725635.067;4372196.198;001411;17760;1;962081040;"{""coordinates"": [-0.3770089609128252, 39.469790403967295], ""type"": ""Point""}";39.469790403967295, -0.3770089609128252
22211;GESTIÓN GERONTOLÓGICA NUEVO AMANECER S.L. (AMA);724871.629;4371225.198;009642;33900;14;963803685;"{""coordinates"": [-0.38620241135668787, 39.461249983024175], ""type"": ""Point""}";39.461249983024175, -0.38620241135668787
21970;RESIDENCIA SANTA TERESA DE JORNET;725829.376;4373541.771;006792;43680;1;963479250;"{""coordinates"": [-0.374296752380937, 39.48185113674573], ""type"": ""Point""}";39.48185113674573, -0.374296752380937
22014;CENTRO RESIDENCIAL DE TERCERA EDAD LA SEU;726094.521;4372818.644;003468;33960;21;963921653;"{""coordinates"": [-0.3714621370632839, 39.4752725587882], ""type"": ""Point""}";39.4752725587882, -0.3714621370632839
21858;CENTRO DE TERCERA EDAD JORGE JUAN;726323.912;4372090.576;003419;38580;24;961207675;"{""coordinates"": [-0.3690449217710628, 39.46865884940565], ""type"": ""Point""}";39.46865884940565, -0.3690449217710628
22167;CLUB DE JUBILADOS Y PENSIONISTAS MONTEOLIVETE;727041.191;4370986.995;003508;34080;11;963953886;"{""coordinates"": [-0.3610904655823802, 39.458536570453425], ""type"": ""Point""}";39.458536570453425, -0.3610904655823802
21794;CENTRO DE TERCERA EDAD CABAÑAL;729523.339;4372580.683;003418;58530;4;963718011;"{""coordinates"": [-0.3317213726937779, 39.47222311438202], ""type"": ""Point""}";39.47222311438202, -0.3317213726937779
21965;CEAM ISLAS CANARIAS;728703.076;4371438.946;003413;52770;3;963304342;"{""coordinates"": [-0.3416388704139845, 39.462164785561725], ""type"": ""Point""}";39.462164785561725, -0.3416388704139845
21815;CIMA. FEDERACIÓN DE ASOCIACIONES DE CIUDADANOS MAYORES DE LA COMUNIDAD VALENCIANA;725491.175;4373216.682;010198;65790;27;963925251;"{""coordinates"": [-0.37833506376735837, 39.479013658691], ""type"": ""Point""}";39.479013658691, -0.37833506376735837
22278;CLUB DE JUBILADOS Y PENSIONISTAS LA PAZ;725326.609;4374535.087;003507;53640;62;963323678;"{""coordinates"": [-0.37980089308195997, 39.49092394550274], ""type"": ""Point""}";39.49092394550274, -0.37980089308195997
20278;RESIDENCIA BALLESOL I;;;006779;33960;2527;963918505;"{""coordinates"": [-0.37105416003011477, 39.475759254359836], ""type"": ""Point""}";39.475759254359836, -0.37105416003011477
22199;CLUB DE JUBILADOS Y PENSIONISTA DEHESA-FUENTE SAN LUIS;726551.988;4369218.687;003499;6960;7;963332873;"{""coordinates"": [-0.3673707598151365, 39.44274865444781], ""type"": ""Point""}";39.44274865444781, -0.3673707598151365
22458;RESIDENCIA PERSONAS MAYORES DEPENDIENTES COMUNIDAD DE VALENCIA PESET;724648.585;4374319.659;009667;53640;130;963173094;"{""coordinates"": [-0.3877501770427523, 39.489162184224774], ""type"": ""Point""}";39.489162184224774, -0.3877501770427523
22119;CENTRO DE AYUDA SOCIAL EL SALVADOR;729365.68;4372534.163;009568;29850;3;963714667;"{""coordinates"": [-0.3335683397009087, 39.471846422449765], ""type"": ""Point""}";39.471846422449765, -0.3335683397009087
20827;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES ARNICHES;722687.95135281;4371923.27872767;003423;22680;2;963831939;"{""coordinates"": [-0.40998435868349864, 39.46995300523098], ""type"": ""Point""}";39.46995300523098, -0.40998435868349864
22000;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL PALMAR;731279.28807027;4354545.53144871;003434;17700;15;961620066;"{""coordinates"": [-0.316210092720093, 39.311270372720784], ""type"": ""Point""}";39.311270372720784, -0.316210092720093
21913;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES FUENTE DE SAN LUIS;726868.52880863;4370571.18761604;003441;81215;s/n;963737872;"{""coordinates"": [-0.363236635266973, 39.45483935836507], ""type"": ""Point""}";39.45483935836507, -0.363236635266973
21914;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES ORRIOLS;726100.78498325;4375152.99395033;003456;68370;3;962084665;"{""coordinates"": [-0.37059764493554653, 39.49628262385583], ""type"": ""Point""}";39.49628262385583, -0.37059764493554653
22069;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES POBLE NOU;724915.74;4376006.59;003460;49500;205;963666689;"{""coordinates"": [-0.3840771958538934, 39.50427672391753], ""type"": ""Point""}";39.50427672391753, -0.3840771958538934
22161;CLUB DE JUBILADOS Y PENSIONISTAS DE CARPESA;725258.013;4377470.891;003497;6090;21;961853269;"{""coordinates"": [-0.3796048413548537, 39.51736747826168], ""type"": ""Point""}";39.51736747826168, -0.3796048413548537
21912;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL CARMEN;725353.49;4373176.37;003433;4770;4850;962084790;"{""coordinates"": [-0.37994790617729707, 39.478686872123895], ""type"": ""Point""}";39.478686872123895, -0.37994790617729707
21770;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL SALER;729795.624;4362607.828;003436;42390;11;961830343;"{""coordinates"": [-0.33198691163908767, 39.38238588237754], ""type"": ""Point""}";39.38238588237754, -0.33198691163908767
21398;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL PERELLONET;733003.30732019;4354412.59042811;003435;32880;33;961776450;"{""coordinates"": [-0.2962806052341576, 39.309611433020606], ""type"": ""Point""}";39.309611433020606, -0.2962806052341576
21998;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL CALVARI;724221.0636775;4374063.11324254;003432;33030;19;963497701;"{""coordinates"": [-0.39145961759183484, 39.48881625759085], ""type"": ""Point""}";39.48881625759085, -0.39145961759183484
22175;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SALVADOR ALLENDE;725913.11487225;4375003.98482929;003463;20010;5;962084375;"{""coordinates"": [-0.37282849331887025, 39.49499069847438], ""type"": ""Point""}";39.49499069847438, -0.37282849331887025
22356;MICRO-RESIDENCIA SAN MARTIN;725846.58;4372720.415;005472;7650;9;963922131;"{""coordinates"": [-0.3743750796213222, 39.47445348717718], ""type"": ""Point""}";39.47445348717718, -0.3743750796213222
22370;AULAS DE TERCERA EDAD GRAO;728737.535;4371537.044;009539;38610;19;963240791;"{""coordinates"": [-0.3412051151957733, 39.46303860390333], ""type"": ""Point""}";39.46303860390333, -0.3412051151957733
21772;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES ARRANCAPINS;725038.47;4371930.74;003472;36000;68;963222305;"{""coordinates"": [-0.384027098955287, 39.46755717891182], ""type"": ""Point""}";39.46755717891182, -0.384027098955287
20924;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES PINEDO;729247.21513216;4366954.90880889;003459;58260;53;963248257;"{""coordinates"": [-0.33685902348078023, 39.421659661912244], ""type"": ""Point""}";39.421659661912244, -0.33685902348078023
21902;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SANT PAU;723710.58465071;4372929.61907588;003659;81251;s/n;963265781;"{""coordinates"": [-0.39911324782473295, 39.476894474324816], ""type"": ""Point""}";39.476894474324816, -0.39911324782473295
20433;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES LA TORRE;724360.07340094;4368225.03542788;003448;10290;9;963963248;"{""coordinates"": [-0.3918074054738025, 39.43622926433374], ""type"": ""Point""}";39.43622926433374, -0.3918074054738025
22063;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES PARE JOFRE;724500.474;4370841.675;007841;81167;3;961333964;"{""coordinates"": [-0.3906413279352017, 39.457894637344666], ""type"": ""Point""}";39.457894637344666, -0.3906413279352017
22277;CLUB DE JUBILADOS Y PENSIONISTAS BENICALAP;724449.226;4374448.81;003473;38940;33;963400529;"{""coordinates"": [-0.39002260586210796, 39.49037674344338], ""type"": ""Point""}";39.49037674344338, -0.39002260586210796
21005;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES MASSARROJOS;723085.8097307;4379870.05270181;003453;22260;10;961822739;"{""coordinates"": [-0.4040447442237506, 39.53952964270949], ""type"": ""Point""}";39.53952964270949, -0.4040447442237506
22311;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES CASTELLAR-OLIVERAL;726969.8;4367632.6;003429;81441;1;963960430;"{""coordinates"": [-0.363059143421506, 39.42836212761404], ""type"": ""Point""}";39.42836212761404, -0.363059143421506
20746;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES GRAU-PORT;728882.57691425;4371193.13686;007838;47670;81012;962087381;"{""coordinates"": [-0.3396388170591949, 39.459904583696485], ""type"": ""Point""}";39.459904583696485, -0.3396388170591949
20275;GERISERVIS;;;010008;71070;9;963919586;;
21831;SERHOGARSYSTEM. SERVICIO DOMÉSTICO ASISTENCIAL;725525.457;4372226.929;009674;69330;57;963940058;"{""coordinates"": [-0.37827152973204453, 39.47009574379604], ""type"": ""Point""}";39.47009574379604, -0.37827152973204453
20819;CENTRO DE DÍA MUNICIPAL PARA PERSONAS MAYORES DEPENDIENTES TRES FORQUES;723877.96877885;4371477.24971926;007819;73950;87;962061992;"{""coordinates"": [-0.39765648650145885, 39.46377771655338], ""type"": ""Point""}";39.46377771655338, -0.39765648650145885
22360;CENTRO GERIÁTRICO JARDINES DEL PARTERRE;726169.739;4372557.784;003420;2460;1;963942044;"{""coordinates"": [-0.3706769793170832, 39.47290476471461], ""type"": ""Point""}";39.47290476471461, -0.3706769793170832
22254;CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES ASSOCIACIÓ INTEGRAL DE MALALTS MAJORS DE CARPESA;725485.006;4377561.258;009575;70650;14;961858916;"{""coordinates"": [-0.37693624306877904, 39.51812134839993], ""type"": ""Point""}";39.51812134839993, -0.37693624306877904
21789;NOVAEDAT CENTROS RESIDENCIALES. GRUPO GERIÁTRICO GEROCLEOP;727715.902;4373344.375;009426;81199;3;963393090;"{""coordinates"": [-0.35245151996150687, 39.47957717384498], ""type"": ""Point""}";39.47957717384498, -0.35245151996150687
22078;ASOCIACIÓN CULTURAL ALGIRÓS - UDP;727591.467;4372204.379;009504;540;39;963629779;"{""coordinates"": [-0.35428580110947017, 39.4693489998014], ""type"": ""Point""}";39.4693489998014, -0.35428580110947017
